timestamp,model,prompt_set,concept_term,A1_fsn,A2_semantic_tag,A3_definition_status,A4_parents,A5_grandparents,A6_children,A7_siblings
2026-03-05T09:49:41.939820,deepseek-chat,set1,Blood in urine,Hematuria (finding),finding,Primitive,Abnormal urine finding (finding)|Urinary tract hemorrhage (finding),Urine finding (finding)|Abnormal clinical finding (finding)|Clinical history and observation findings (finding)|Hemorrhage (finding),Gross hematuria (finding)|Microscopic hematuria (finding),Bacteriuria (finding)|Crystalluria (finding)|Glycosuria (finding)|Ketonuria (finding)|Proteinuria (finding)|Pyuria (finding)
2026-03-05T09:49:48.053305,deepseek-chat,set1,Oliguria,Oliguria (disorder),disorder,Primitive,Disorder of urinary system,Disorder of genitourinary system|Disease,*No immediate children via 'is-a'*,Anuria|Polyuria|Urinary incontinence|Bladder dysfunction|Disorder of urethra|Disorder of ureter|Disorder of bladder|Renal disorder
2026-03-05T09:49:54.342440,deepseek-chat,set1,Polyuria,Polyuria (finding),finding,Primitive,Disorder of urinary system (disorder)|Finding of urine output (finding),Disorder of genitourinary system (disorder)|Finding by site (finding)|Clinical finding (finding),Nocturnal polyuria (finding),Anuria (finding)|Oliguria (finding)|Urinary retention (finding)|Pollakiuria (finding)
2026-03-05T09:50:08.568340,deepseek-chat,set1,Necrosis,Necrosis (morphologic abnormality),morphologic abnormality,Primitive,Pathologic change of morphology (morphologic abnormality),Morphologic abnormality (morphologic abnormality)|Disease (disorder),Coagulative necrosis (morphologic abnormality)|Liquefactive necrosis (morphologic abnormality)|Caseous necrosis (morphologic abnormality)|Fat necrosis (morphologic abnormality)|Fibrinoid necrosis (morphologic abnormality)|Gangrenous necrosis (morphologic abnormality),Atrophy (morphologic abnormality)|Hypertrophy (morphologic abnormality)|Hyperplasia (morphologic abnormality)|Hypoplasia (morphologic abnormality)|Metaplasia (morphologic abnormality)|Dysplasia (morphologic abnormality)|Malformation (morphologic abnormality)|Degeneration (morphologic abnormality)|Pathologic calcification (morphologic abnormality)|Fibrosis (morphologic abnormality)|Scar (morphologic abnormality)|Inflammation (morphologic abnormality)|Edema (morphologic abnormality)|Hemorrhage (morphologic abnormality)|Thrombus (morphologic abnormality)|Embolus (morphologic abnormality)|Infarct (morphologic abnormality)
2026-03-05T09:50:16.831864,deepseek-chat,set1,Ischemia,Ischemia (disorder),disorder,Primitive,Vascular disorder,Disorder of body system,Acute ischemia|Chronic ischemia|Ischemia of artery|Ischemia of vein|Myocardial ischemia|Cerebral ischemia|Limb ischemia|Mesenteric ischemia|Retinal ischemia|Spinal cord ischemia,Aneurysm|Arterial disorder|Arteriosclerosis|Embolism|Hemorrhage|Hypertension|Hypotension|Thrombosis|Varicose veins|Vasculitis
2026-03-05T09:50:27.899204,deepseek-chat,set1,Sepsis,Sepsis (disorder),disorder,Primitive,Infectious disease (disorder)|Systemic inflammatory response syndrome (disorder),Disease (disorder)|Inflammatory response (finding),Sepsis with acute organ dysfunction (disorder)|Postprocedural sepsis (disorder)|Sepsis during labor (disorder)|Sepsis of newborn (disorder)|Sepsis following abortion or ectopic or molar pregnancy (disorder)|Sepsis following immunization (disorder)|Sepsis due to specified organism (disorder)|Sepsis with septic shock (disorder)|Sepsis with multiple organ dysfunction syndrome (disorder)|Sepsis with septic shock and multiple organ dysfunction syndrome (disorder),Bacteremia (disorder)|Systemic inflammatory response syndrome due to non-infectious process (disorder)
2026-03-05T09:50:40.940846,deepseek-chat,set1,Malignant,Malignant (morphologic abnormality),morphologic abnormality,Primitive,"Malignant neoplasm, primary (morphologic abnormality)|Malignant neoplasm, metastatic (morphologic abnormality)","Neoplasm, primary (morphologic abnormality)|Neoplasm, metastatic (morphologic abnormality)",Malignant tumor cells (morphologic abnormality)|Malignant epithelial neoplasm (morphologic abnormality)|Malignant mesenchymal neoplasm (morphologic abnormality)|Malignant lymphoreticular neoplasm (morphologic abnormality)|Malignant melanocytic neoplasm (morphologic abnormality)|Malignant germ cell neoplasm (morphologic abnormality)|Malignant trophoblastic neoplasm (morphologic abnormality)|Malignant neuroendocrine neoplasm (morphologic abnormality)|Malignant mesothelioma (morphologic abnormality)|Malignant biphasic neoplasm (morphologic abnormality)|Malignant monophasic neoplasm (morphologic abnormality),Benign (morphologic abnormality)|Uncertain malignant potential (morphologic abnormality)|In situ (morphologic abnormality)
2026-03-05T09:50:49.293361,deepseek-chat,set1,Benign,Benign (morphologic abnormality),morphologic abnormality,Primitive,Benign neoplasm (morphologic abnormality)|Benign lesion (morphologic abnormality),Neoplasm (morphologic abnormality)|Lesion (morphologic abnormality),"Benign cyst (morphologic abnormality)|Benign polyp (morphologic abnormality)|Benign tumor (morphologic abnormality)|Benign neoplasm, NOS (morphologic abnormality)",Malignant (morphologic abnormality)|Uncertain malignant potential (morphologic abnormality)
2026-03-05T09:51:30.986674,deepseek-chat,set1,Abscess,Abscess (morphologic abnormality),morphologic abnormality,Primitive,Inflammatory lesion (morphologic abnormality)|Lesion with exudate (morphologic abnormality),Lesion (morphologic abnormality)|Morphologically abnormal structure (morphologic abnormality),Abscess of mediastinum (disorder)|Abscess of trunk (disorder)|Abscess of limb (disorder)|Abscess of head and neck (disorder)|Abscess of organ (disorder)|Abscess of body cavity (disorder)|Abscess of multiple sites (disorder)|Abscess of skin (disorder)|Abscess of mouth region (disorder)|Abscess of eye region (disorder)|Abscess of nervous system (disorder)|Abscess of respiratory tract (disorder)|Abscess of digestive system (disorder)|Abscess of genitourinary system (disorder)|Abscess of musculoskeletal system (disorder)|Abscess of endocrine system (disorder)|Abscess of immune system (disorder)|Abscess of cardiovascular system (disorder)|Abscess of ear (disorder)|Abscess of breast (disorder)|Abscess of mediastinum (morphologic abnormality)|Abscess of trunk (morphologic abnormality)|Abscess of limb (morphologic abnormality)|Abscess of head and neck (morphologic abnormality)|Abscess of organ (morphologic abnormality)|Abscess of body cavity (morphologic abnormality)|Abscess of multiple sites (morphologic abnormality)|Abscess of skin (morphologic abnormality)|Abscess of mouth region (morphologic abnormality)|Abscess of eye region (morphologic abnormality)|Abscess of nervous system (morphologic abnormality)|Abscess of respiratory tract (morphologic abnormality)|Abscess of digestive system (morphologic abnormality)|Abscess of genitourinary system (morphologic abnormality)|Abscess of musculoskeletal system (morphologic abnormality)|Abscess of endocrine system (morphologic abnormality)|Abscess of immune system (morphologic abnormality)|Abscess of cardiovascular system (morphologic abnormality)|Abscess of ear (morphologic abnormality)|Abscess of breast (morphologic abnormality),Cellulitis (morphologic abnormality)|Boil (morphologic abnormality)|Carbuncle (morphologic abnormality)|Empyema (morphologic abnormality)|Suppurative inflammation (morphologic abnormality)|Purulent discharge (morphologic abnormality)|Purpura (morphologic abnormality)|Hematoma (morphologic abnormality)|Seroma (morphologic abnormality)|Blister (morphologic abnormality)|Bulla (morphologic abnormality)|Vesicle (morphologic abnormality)|Pustule (morphologic abnormality)|Cyst (morphologic abnormality)|Ulcer (morphologic abnormality)|Fistula (morphologic abnormality)|Sinus (morphologic abnormality)|Scar (morphologic abnormality)|Granuloma (morphologic abnormality)|Necrosis (morphologic abnormality)|Gangrene (morphologic abnormality)|Infarct (morphologic abnormality)|Edema (morphologic abnormality)|Hyperemia (morphologic abnormality)|Congestion (morphologic abnormality)|Hemorrhage (morphologic abnormality)|Thrombus (morphologic abnormality)|Embolus (morphologic abnormality)|Infarction (morphologic abnormality)|Ischemia (morphologic abnormality)|Necrosis (morphologic abnormality)|Gangrene (morphologic abnormality)|Infarct (morphologic abnormality)|Edema (morphologic abnormality)|Hyperemia (morphologic abnormality)|Congestion (morphologic abnormality)|Hemorrhage (morphologic abnormality)|Thrombus (morphologic abnormality)|Embolus (morphologic abnormality)|Infarction (morphologic abnormality)|Ischemia (morphologic abnormality)
2026-03-05T09:51:38.456054,deepseek-chat,set1,Edema,Edema (disorder),disorder,Primitive,Finding of fluid retention|Swelling,Finding by site|Morphologically abnormal structure|Clinical finding,Cerebral edema|Edema of trunk|Edema of lower extremity|Edema of upper extremity|Pitting edema|Lymphedema|Edema of head|Pulmonary edema|Macular edema|Edema of neck,Fluid retention|Anasarca
2026-03-05T09:51:47.376404,deepseek-chat,set1,Intubation,Intubation (procedure),procedure,Primitive,Insertion of tube (procedure),Action (qualifier value)|Procedure by method (procedure)|Surgical action (qualifier value),Endotracheal intubation (procedure)|Nasogastric intubation (procedure)|Orogastric intubation (procedure)|Intubation of alimentary canal (procedure)|Intubation of respiratory tract (procedure),Catheterization (procedure)|Cannulation (procedure)|Puncture - action (qualifier value)|Incision - action (qualifier value)|Injection - action (qualifier value)
2026-03-05T09:52:20.754465,deepseek-chat,set1,Biopsy,Biopsy procedure (procedure),procedure,Primitive,Diagnostic procedure (procedure)|Tissue sample removal (procedure),Evaluation - procedure (procedure)|Procedure by method (procedure)|Removal (procedure),Biopsy of abdominal wall (procedure)|Biopsy of adrenal gland (procedure)|Biopsy of alimentary tract (procedure)|Biopsy of anus (procedure)|Biopsy of bone (procedure)|Biopsy of bone marrow (procedure)|Biopsy of breast (procedure)|Biopsy of bronchus (procedure)|Biopsy of cheek (procedure)|Biopsy of chest wall (procedure)|Biopsy of ear (procedure)|Biopsy of endocrine gland (procedure)|Biopsy of eye (procedure)|Biopsy of female genital organ (procedure)|Biopsy of head and neck (procedure)|Biopsy of heart (procedure)|Biopsy of intestine (procedure)|Biopsy of joint structure (procedure)|Biopsy of kidney (procedure)|Biopsy of larynx (procedure)|Biopsy of lip (procedure)|Biopsy of liver (procedure)|Biopsy of lung (procedure)|Biopsy of lymph node (procedure)|Biopsy of male genital organ (procedure)|Biopsy of mediastinum (procedure)|Biopsy of mouth (procedure)|Biopsy of muscle (procedure)|Biopsy of nail unit (procedure)|Biopsy of nervous system structure (procedure)|Biopsy of nose (procedure)|Biopsy of pancreas (procedure)|Biopsy of paranasal sinus (procedure)|Biopsy of pelvis (procedure)|Biopsy of penis (procedure)|Biopsy of pericardium (procedure)|Biopsy of peripheral nerve (procedure)|Biopsy of peritoneum (procedure)|Biopsy of pharynx (procedure)|Biopsy of placenta (procedure)|Biopsy of pleura (procedure)|Biopsy of prostate (procedure)|Biopsy of salivary gland (procedure)|Biopsy of skin (procedure)|Biopsy of soft tissue (procedure)|Biopsy of spleen (procedure)|Biopsy of stomach (procedure)|Biopsy of testis (procedure)|Biopsy of thymus (procedure)|Biopsy of thyroid gland (procedure)|Biopsy of tongue (procedure)|Biopsy of trachea (procedure)|Biopsy of ureter (procedure)|Biopsy of urethra (procedure)|Biopsy of urinary bladder (procedure)|Biopsy of urinary system structure (procedure)|Biopsy of uterus (procedure)|Biopsy of vagina (procedure)|Biopsy of vulva (procedure)|Endoscopic biopsy (procedure)|Excisional biopsy (procedure)|Fine needle biopsy (procedure)|Incisional biopsy (procedure)|Needle biopsy (procedure)|Percutaneous biopsy (procedure)|Punch biopsy (procedure)|Shave biopsy (procedure),Diagnostic aspiration (procedure)|Diagnostic curettage (procedure)|Diagnostic excision (procedure)|Diagnostic imaging (procedure)|Diagnostic physical examination (procedure)|Diagnostic radiography (procedure)|Diagnostic ultrasonography (procedure)|Laboratory test (procedure)|Specimen collection (procedure)
2026-03-05T09:52:27.363173,deepseek-chat,set1,Venipuncture,Venipuncture (procedure),procedure,Primitive,Puncture of vein (procedure),Puncture of blood vessel (procedure)|Puncture (procedure),Venipuncture for blood sampling (procedure)|Venipuncture for transfusion (procedure)|Venipuncture for chemotherapy (procedure)|Venipuncture for injection (procedure),Arterial puncture (procedure)|Capillary blood sampling (procedure)
2026-03-05T09:52:50.807994,deepseek-chat,set1,Laparotomy,Laparotomy (procedure),procedure,Primitive,Abdominal wall incision (procedure),Incision - action (qualifier value)|Incision (procedure),Exploratory laparotomy (procedure)|Laparotomy for closure of operation wound (procedure)|Re-laparotomy (procedure)|Staging laparotomy (procedure)|Drainage of peritoneal cavity via laparotomy (procedure)|Laparotomy with drainage of peritoneal cavity (procedure)|Laparotomy with excision (procedure)|Laparotomy with lysis of adhesions (procedure)|Laparotomy with removal of foreign body (procedure)|Laparotomy with repair (procedure)|Laparotomy with biopsy (procedure)|Laparotomy with anastomosis (procedure)|Laparotomy with control of hemorrhage (procedure)|Diagnostic laparotomy (procedure)|Laparotomy with exploration (procedure)|Laparotomy with aspiration (procedure)|Laparotomy with inspection (procedure)|Laparotomy with manipulation (procedure)|Laparotomy with drainage (procedure)|Laparotomy with excision of lesion (procedure)|Laparotomy with marsupialization (procedure)|Laparotomy with creation of stoma (procedure)|Laparotomy with fixation (procedure)|Laparotomy with irrigation (procedure)|Laparotomy with packing (procedure)|Laparotomy with decompression (procedure)|Laparotomy with evisceration (procedure)|Laparotomy with reduction (procedure)|Laparotomy with revision (procedure)|Laparotomy with suturing (procedure)|Laparotomy with tamponade (procedure)|Laparotomy with transplantation (procedure)|Laparotomy with ultrasound (procedure)|Laparotomy with endoscopy (procedure)|Laparotomy with fluoroscopy (procedure)|Laparotomy with radiography (procedure)|Laparotomy with other specified procedure (procedure),Thoracotomy (procedure)|Mediastinotomy (procedure)|Perineal incision (procedure)|Suprapubic incision (procedure)
2026-03-05T09:53:08.582087,deepseek-chat,set1,Opening of chest,Opening of chest (procedure),procedure,Primitive,Incision of thorax (procedure)|Creation of opening in chest wall (procedure),Incision of trunk (procedure)|Creation of opening (procedure),Opening of chest for drainage (procedure)|Opening of chest for exploration (procedure)|Opening of chest for removal of foreign body (procedure)|Opening of chest for removal of lesion (procedure)|Opening of chest for revision of cardiac pacemaker system (procedure)|Opening of chest for revision of implantable defibrillator system (procedure)|Opening of chest for revision of vascular device (procedure)|Opening of chest for revision of vascular graft (procedure)|Opening of chest for revision of ventricular assist device (procedure)|Opening of chest for revision of wound (procedure)|Opening of chest for wound drainage (procedure)|Opening of chest with drainage (procedure)|Opening of chest with exploration (procedure)|Opening of chest with removal of foreign body (procedure)|Opening of chest with removal of lesion (procedure)|Opening of chest with revision of cardiac pacemaker system (procedure)|Opening of chest with revision of implantable defibrillator system (procedure)|Opening of chest with revision of vascular device (procedure)|Opening of chest with revision of vascular graft (procedure)|Opening of chest with revision of ventricular assist device (procedure)|Opening of chest with revision of wound (procedure)|Opening of chest with wound drainage (procedure),Creation of opening in chest wall (procedure)|Incision of thorax (procedure)
2026-03-05T09:53:16.114404,deepseek-chat,set1,Cholecystectomy,Cholecystectomy (procedure),procedure,Primitive,Excision of gallbladder (procedure),Excision of organ (procedure)|Excision - action (qualifier value),Laparoscopic cholecystectomy (procedure)|Open cholecystectomy (procedure)|Partial cholecystectomy (procedure)|Cholecystectomy with exploration of common bile duct (procedure)|Cholecystectomy with appendectomy (procedure)|Cholecystectomy with cholangiography (procedure),Excision of cystic duct (procedure)
2026-03-05T09:53:26.015621,deepseek-chat,set1,Cardiopulmonary resuscitation,Cardiopulmonary resuscitation (procedure),procedure,Fully defined,Resuscitation (procedure),Therapeutic procedure (procedure)|Management (procedure),Cardiopulmonary resuscitation for child (procedure)|Cardiopulmonary resuscitation for infant (procedure)|Cardiopulmonary resuscitation for adult (procedure)|Cardiopulmonary resuscitation for neonate (procedure),Resuscitation from drowning (procedure)|Resuscitation from asphyxia (procedure)|Resuscitation from electrocution (procedure)|Resuscitation from poisoning (procedure)|Resuscitation from suffocation (procedure)|Resuscitation from strangulation (procedure)|Resuscitation from hanging (procedure)|Resuscitation from smoke inhalation (procedure)|Resuscitation from foreign body in airway (procedure)|Resuscitation from drug overdose (procedure)
