timestamp,model,prompt_set,concept_term,A1_fsn,A2_semantic_tag,A3_definition_status,A4_parents,A5_grandparents,A6_children,A7_siblings
2026-03-05T01:27:38.992266,gpt-4o,set1,Cardiopulmonary resuscitation,Cardiopulmonary resuscitation (procedure),Procedure,Primitive,Emergency procedure (procedure),Procedure by intent (procedure),None,Defibrillation (procedure)|Airway management (procedure)|Hemorrhage control (procedure)
2026-03-05T01:27:42.263910,gpt-4o,set1,Triage,Triage (procedure),Procedure,Primitive,Assessment procedure (procedure),Evaluation procedure (procedure),Mass casualty triage (procedure)|Triage in emergency department (procedure)|Obstetric triage (procedure),Clinical assessment (procedure)|Diagnostic procedure (procedure)|Monitoring procedure (procedure)
2026-03-05T01:27:44.975647,gpt-4o,set1,Proximal,Proximal (qualifier value),Qualifier value,Primitive,Laterality (qualifier value),Qualifier value (qualifier value),Proximal interphalangeal joint (qualifier value),Distal (qualifier value)|Medial (qualifier value)|Lateral (qualifier value)
2026-03-05T01:27:48.148287,gpt-4o,set1,Distal,Distal (qualifier value),Qualifier value,Primitive,Anatomical or spatial qualifier (qualifier value),Qualifier value (qualifier value),Distal to proximal (qualifier value),Proximal (qualifier value)|Medial (qualifier value)|Lateral (qualifier value)
2026-03-05T01:27:50.606680,gpt-4o,set1,Chronic,Chronic (qualifier value),Qualifier value,Primitive,Time frame (qualifier value),Context values (qualifier value),Chronic and/or recurrent (qualifier value),Acute (qualifier value)|Subacute (qualifier value)|Recurrent (qualifier value)
2026-03-05T01:27:52.655078,gpt-4o,set1,Determination of prognosis,Determination of prognosis (procedure),Procedure,Primitive,Evaluation procedure (procedure),Procedure by method (procedure),None,Assessment of risk (procedure)|Estimation of gestational age (procedure)
2026-03-05T01:27:55.011586,gpt-4o,set1,Anaphylaxis,Anaphylaxis (disorder),Disorder,Primitive,Hypersensitivity condition (disorder),Immune system disorder (disorder),Anaphylactic shock (disorder)|Anaphylaxis due to adverse food reaction (disorder),Allergic reaction (disorder)|Drug hypersensitivity syndrome (disorder)|Serum sickness (disorder)
2026-03-05T01:27:58.389538,gpt-4o,set1,Structure of ischiogluteal bursa of right hip,Structure of ischiogluteal bursa of right hip (body structure),Body structure,Primitive,Structure of bursa of right hip,Structure of bursa of hip|Structure of bursa of lower limb,[No immediate child concepts],Structure of ischial bursa of right hip|Structure of iliopsoas bursa of right hip|Structure of trochanteric bursa of right hip
2026-03-05T01:27:59.648705,gpt-4o,set1,Does not cut own nails,,,,,,,
2026-03-05T01:28:01.449779,gpt-4o,set1,Laceration of right brachial artery,Laceration of right brachial artery (disorder),disorder,Primitive,Laceration of brachial artery,Laceration of artery,No immediate child concepts,Laceration of left brachial artery
2026-03-05T01:28:02.382220,gpt-4o,set1,Date sample received in laboratory,,,,,,,
2026-03-05T01:28:06.280168,gpt-4o,set1,Autosomal recessive severe congenital neutropenia due to jagunal homolog 1 deficiency,Autosomal recessive severe congenital neutropenia due to jagunal homolog 1 deficiency (disorder),Disorder,Primitive,Autosomal recessive severe congenital neutropenia (disorder),Severe congenital neutropenia (disorder),No immediate child concepts,Autosomal recessive severe congenital neutropenia due to HAX1 deficiency (disorder)|Autosomal recessive severe congenital neutropenia due to G6PC3 deficiency (disorder)
2026-03-05T01:28:09.549054,gpt-4o,set1,Product containing only ezetimibe and rosuvastatin,Product containing only ezetimibe and rosuvastatin (product),product,Fully defined,Product containing only ezetimibe and statin (product),Product containing only ezetimibe and HMG-CoA reductase inhibitor (product),No immediate child concepts,Product containing only ezetimibe and atorvastatin (product)|Product containing only ezetimibe and simvastatin (product)|Product containing only ezetimibe and pravastatin (product)
2026-03-05T01:28:11.191088,gpt-4o,set1,Alpha>1< anti-trypsin isotype MZ,,,,,,,
2026-03-05T01:28:12.624415,gpt-4o,set1,2-dehydro-3-deoxy-L-pentonate aldolase,2-dehydro-3-deoxy-L-pentonate aldolase (substance),substance,Primitive,Aldolase (substance),Lyase (substance),[No immediate child concepts available],2-dehydro-3-deoxy-L-arabinonate aldolase (substance)|2-dehydro-3-deoxy-D-pentonate aldolase (substance)
2026-03-05T01:28:14.792578,gpt-4o,set1,Thiourea,Thiourea (substance),Substance,Primitive,Organic compound (substance),Chemical (substance),No immediate child concepts,Urea (substance)|Guanidine (substance)
2026-03-05T01:28:16.569513,gpt-4o,set1,Protriptyline,Protriptyline (substance),Substance,Primitive,Tricyclic antidepressant (substance),Antidepressant (substance),None,Amitriptyline (substance)|Nortriptyline (substance)|Imipramine (substance)|Desipramine (substance)
2026-03-05T01:28:18.358110,gpt-4o,set1,Use of sling suspension,Use of sling suspension (procedure),Procedure,Primitive,Use of suspension,Therapeutic procedure,Use of pelvic sling suspension,Use of mesh suspension
2026-03-05T01:28:22.067070,gpt-4o,set1,Insulin receptor defect,Insulin receptor defect (disorder),disorder,Primitive,Abnormality of insulin receptor (disorder),Receptor defect (disorder),No immediate child concepts,Insulin receptor downregulation (disorder)|Insulin receptor signaling pathway defect (disorder)
2026-03-05T01:28:25.551436,gpt-4o,set1,Akinesis of basal anterior segment of left cardiac ventricle,Akinesis of basal anterior segment of left cardiac ventricle (disorder),disorder,Primitive,Akinesis of left ventricle (disorder),Akinesis of cardiac ventricle (disorder),No immediate child concepts,Akinesis of apical segment of left cardiac ventricle (disorder)|Akinesis of mid anterior segment of left cardiac ventricle (disorder)|Akinesis of basal inferior segment of left cardiac ventricle (disorder)
2026-03-05T01:28:28.085493,gpt-4o,set1,Bioterrorist attack,Bioterrorist attack (event),event,Primitive,Terrorist attack (event),Attack (event),No immediate child concepts,Bomb attack (event)|Cyberterrorist attack (event)|Chemical terrorist attack (event)
2026-03-05T01:28:31.440401,gpt-4o,set1,Rickettsia australis,Rickettsia australis (organism),organism,Primitive,Rickettsia (organism),Bacteria (organism),[No immediate child concepts],Rickettsia rickettsii (organism)|Rickettsia conorii (organism)|Rickettsia prowazekii (organism)|Rickettsia typhi (organism)
2026-03-05T01:28:33.002217,gpt-4o,set1,Computed tomography 3 dimensional reconstruction,Computed tomography 3 dimensional reconstruction (procedure),Procedure,Primitive,Computed tomography reconstruction (procedure),Computed tomography imaging (procedure),None,Computed tomography 2 dimensional reconstruction (procedure)
2026-03-05T01:28:35.982215,gpt-4o,set1,Open reduction of fracture of tarsal bone without internal fixation,Open reduction of fracture of tarsal bone without internal fixation (procedure),Procedure,Primitive,Open reduction of fracture without internal fixation,Open reduction of fracture,None,Open reduction of fracture of wrist without internal fixation|Open reduction of fracture of ankle without internal fixation|Open reduction of fracture of femur without internal fixation
2026-03-05T01:28:38.380807,gpt-4o,set1,Identification of antibody to red blood cell antigens from Colton system (International Society of Blood Transfusion 015),Identification of antibody to red blood cell antigens from Colton system (procedure),Procedure,Primitive,Identification of antibody to red blood cell antigen (procedure),Identification of blood group antibody (procedure),None,Identification of antibody to red blood cell antigens from Diego system (procedure)|Identification of antibody to red blood cell antigens from Dombrock system (procedure)|Identification of antibody to red blood cell antigens from Chido/Rodgers system (procedure)
2026-03-05T01:28:45.186807,gpt-4o,set1,Spirometra houghtonii,Spirometra houghtonii (organism),organism,Primitive,Spirometra (organism),Diphyllobothriidae (organism),No immediate child concepts,Spirometra erinaceieuropaei (organism)|Spirometra mansonoides (organism)
2026-03-05T01:28:48.261175,gpt-4o,set1,Difficulty preparing feed,Difficulty preparing feed (finding),Finding,Primitive,Difficulty feeding (finding),Feeding problem (finding),[No immediate child concepts available],Difficulty feeding infant (finding)|Difficulty feeding child (finding)|Difficulty feeding adult (finding)
2026-03-05T01:28:50.209426,gpt-4o,set1,Public school,Public school (institution),Institution,Primitive,School (institution),Educational institution (institution),None,Private school (institution)|Charter school (institution)|Magnet school (institution)
2026-03-05T01:28:52.766548,gpt-4o,set1,Assistive electrical shaver adaptor,Assistive electrical shaver adaptor (physical object),Physical object,Primitive,Assistive device (physical object),Physical object,None,Assistive drinking aid (physical object)|Assistive eating utensil (physical object)|Assistive dressing aid (physical object)
2026-03-05T01:28:54.672142,gpt-4o,set1,Bathing of skin of free upper limb,Bathing of skin of free upper limb (procedure),Procedure,Primitive,Bathing of skin of limb (procedure),Bathing of skin (procedure),None,Bathing of skin of lower limb (procedure)|Bathing of skin of upper limb (procedure)
2026-03-05T01:28:56.973380,gpt-4o,set1,Primary hyperparathyroidism,Primary hyperparathyroidism (disorder),disorder,Primitive,Hyperparathyroidism (disorder),Disorder of parathyroid gland (disorder),None,Secondary hyperparathyroidism (disorder)|Tertiary hyperparathyroidism (disorder)
2026-03-05T01:28:59.114120,gpt-4o,set1,Ultrasonography of soft tissue of wrist region,Ultrasonography of soft tissue of wrist region (procedure),Procedure,Primitive,Ultrasonography of wrist region,Ultrasonography of upper extremity,None,Ultrasonography of joint of wrist region|Ultrasonography of bone of wrist region
2026-03-05T01:29:00.225797,gpt-4o,set1,Standing tolerance,,,,,,,
2026-03-05T01:29:02.950706,gpt-4o,set1,Product containing precisely alverine citrate 120 milligram/1 each conventional release oral capsule,Product containing precisely alverine citrate 120 milligram/1 each conventional release oral capsule (product),product,Fully defined,Product containing precisely alverine citrate 120 milligram/1 each oral dose form (product),Product containing precisely alverine citrate (product),No immediate child concepts,Product containing precisely alverine citrate 60 milligram/1 each conventional release oral capsule (product)|Product containing precisely alverine citrate 180 milligram/1 each conventional release oral capsule (product)
2026-03-05T01:29:05.153964,gpt-4o,set1,Structure of temporomandibular articulation vein,Structure of temporomandibular articulation vein (body structure),Body structure,Primitive,Structure of vein of head,Structure of vein,None,Structure of vein of face|Structure of vein of neck|Structure of vein of scalp
2026-03-05T01:29:09.076645,gpt-4o,set1,Closed comminuted fracture of proximal phalanx of finger,Closed comminuted fracture of proximal phalanx of finger (disorder),disorder,Primitive,Closed fracture of proximal phalanx of finger|Comminuted fracture of finger,Closed fracture of finger|Fracture of proximal phalanx of finger|Comminuted fracture of bone,No immediate child concepts,Closed transverse fracture of proximal phalanx of finger|Closed spiral fracture of proximal phalanx of finger|Closed oblique fracture of proximal phalanx of finger
2026-03-05T01:29:11.482555,gpt-4o,set1,Choroidal retinal neovascularization,Choroidal retinal neovascularization (disorder),Disorder,Primitive,Retinal neovascularization (disorder),Disorder of retina (disorder),None,Retinal neovascularization secondary to retinal vein occlusion (disorder)|Retinal neovascularization secondary to diabetic retinopathy (disorder)
2026-03-05T01:29:13.685259,gpt-4o,set1,Microunit/milliliter,Microunit/milliliter (qualifier value),Qualifier value,Primitive,Unit of measure,Entity,None,Milliliter (qualifier value)|Microliter (qualifier value)|Nanoliter (qualifier value)|Nanounit/milliliter (qualifier value)
2026-03-05T01:29:15.088240,gpt-4o,set1,Unable to use a non-speech system for communication,Unable to use a non-speech system for communication (finding),Finding,Primitive,Unable to use communication device (finding),Communication problem (finding),No immediate child concepts,Unable to use speech-generating device (finding)
2026-03-05T01:29:18.877859,gpt-4o,set1,Chronic infective pericarditis,Chronic infective pericarditis (disorder),Disorder,Primitive,Infective pericarditis (disorder),Pericarditis (disorder),None,Acute infective pericarditis (disorder)
2026-03-05T01:29:20.671914,gpt-4o,set1,Accidental poisoning caused by salicylates,Accidental poisoning caused by salicylates (disorder),Disorder,Primitive,Accidental poisoning by drug,"Accidental poisoning by drug, medicament and biological substance",None,Accidental poisoning by analgesic|Accidental poisoning by antipyretic|Accidental poisoning by nonsteroidal anti-inflammatory drug (NSAID)
2026-03-05T01:29:22.768753,gpt-4o,set1,Product containing only nicotinic acid,Product containing only nicotinic acid (medicinal product),Medicinal product,Primitive,Product containing nicotinic acid,Medicinal product containing only vitamin B3,None,Product containing only nicotinic acid 500 mg tablet|Product containing only nicotinic acid 250 mg tablet
2026-03-05T01:29:23.817236,gpt-4o,set1,Dimethyl-ether propane,,,,,,,
2026-03-05T01:29:24.629392,gpt-4o,set1,Nipple sharing technique,,,,,,,
2026-03-05T01:29:27.172179,gpt-4o,set1,Accidental clorazepate poisoning,Accidental clorazepate poisoning (disorder),Disorder,Primitive,Accidental poisoning by benzodiazepine (disorder),Accidental poisoning by drug (disorder),None,Accidental diazepam poisoning (disorder)|Accidental lorazepam poisoning (disorder)|Accidental alprazolam poisoning (disorder)
2026-03-05T01:29:29.424873,gpt-4o,set1,Fetal disorder due to persistent occipito-posterior malposition during labor,Fetal disorder due to persistent occipito-posterior malposition during labor (disorder),Disorder,Primitive,Fetal disorder due to malposition during labor (disorder),Fetal disorder due to abnormal labor (disorder),No immediate child concepts,Fetal disorder due to occipito-anterior malposition during labor (disorder)|Fetal disorder due to transverse lie during labor (disorder)
2026-03-05T01:29:32.395873,gpt-4o,set1,Carnitine acylcarnitine translocase deficiency,Carnitine acylcarnitine translocase deficiency (disorder),disorder,Primitive,Mitochondrial metabolism disorder (disorder),Inherited metabolic disorder (disorder),None,Carnitine palmitoyltransferase II deficiency (disorder)|Carnitine palmitoyltransferase I deficiency (disorder)
2026-03-05T01:29:34.790541,gpt-4o,set1,Revision of gastrojejunal anastomosis with reconstruction with partial gastrectomy,Revision of gastrojejunal anastomosis with reconstruction with partial gastrectomy (procedure),Procedure,Primitive,Revision of gastrojejunal anastomosis (procedure),Gastrojejunostomy (procedure),No immediate child concepts,Revision of gastrojejunal anastomosis with reconstruction with total gastrectomy (procedure)|Revision of gastrojejunal anastomosis with reconstruction without gastrectomy (procedure)
2026-03-05T01:29:37.189511,gpt-4o,set1,Abnormal radial pulse,Abnormal radial pulse (finding),finding,Primitive,Abnormal pulse (finding),Pulse finding (finding),[No immediate child concepts available],Irregular radial pulse (finding)|Weak radial pulse (finding)|Bounding radial pulse (finding)
2026-03-05T01:29:39.128642,gpt-4o,set1,Accident due to heat in drying room,Accident due to heat in drying room (event),event,Primitive,Accident due to heat (event),Accident (event),None,Accident due to heat in boiler room (event)|Accident due to heat in oven (event)
2026-03-05T01:29:41.923611,gpt-4o,set1,Disease caused by Trichinelloidea,Disease caused by Trichinelloidea (disorder),Disorder,Primitive,Disease caused by Nematoda (disorder),Helminthiasis (disorder),Trichinosis (disorder),Disease caused by Strongyloidea (disorder)|Disease caused by Ascaridoidea (disorder)|Disease caused by Filarioidea (disorder)|Disease caused by Ancylostomatoidea (disorder)
2026-03-05T01:29:44.614576,gpt-4o,set1,Cervical anterior longitudinal ligament sprain,Cervical anterior longitudinal ligament sprain (disorder),disorder,Primitive,Cervical ligament sprain (disorder),Ligament sprain (disorder),None,Cervical posterior longitudinal ligament sprain (disorder)|Cervical interspinous ligament sprain (disorder)|Cervical supraspinous ligament sprain (disorder)
2026-03-05T01:29:46.318724,gpt-4o,set1,Entire costal groove of eighth rib,Entire costal groove of eighth rib (body structure),Body structure,Primitive,Entire costal groove of rib,Entire rib structure,[No immediate child concepts],Entire costal groove of seventh rib|Entire costal groove of ninth rib
2026-03-05T01:29:48.266473,gpt-4o,set1,Myxopapillary ependymoma of brain,Myxopapillary ependymoma of brain (disorder),Disorder,Primitive,Ependymoma of brain (disorder),Brain neoplasm (disorder),None,"Anaplastic ependymoma of brain (disorder)|Ependymoma, NOS, of brain (disorder)"
2026-03-05T01:29:50.300779,gpt-4o,set1,Repositioning of cardioverter/defibrillator leads,Repositioning of cardioverter/defibrillator leads (procedure),Procedure,Primitive,Repositioning of cardiac device lead (procedure),Procedure on cardiac device lead (procedure),No immediate child concepts available,Repositioning of pacemaker leads (procedure)
2026-03-05T01:29:52.632884,gpt-4o,set1,Buttiauxella brennerae,Buttiauxella brennerae (organism),Organism,Primitive,Buttiauxella (organism),Enterobacteriaceae (organism),None,Buttiauxella agrestis (organism)|Buttiauxella ferragutiae (organism)|Buttiauxella izardii (organism)
2026-03-05T01:29:55.292509,gpt-4o,set1,Position of testicle,Position of testicle (finding),Finding,Primitive,Position of genital organ (finding),Position of body structure (finding),Undescended testicle (finding),Position of penis (finding)|Position of ovary (finding)
2026-03-05T01:29:56.734129,gpt-4o,set1,Accidental lomustine poisoning,Accidental lomustine poisoning (disorder),disorder,Primitive,Accidental poisoning by antineoplastic and immunosuppressive drugs (disorder),Accidental poisoning by drug (disorder),None,Accidental poisoning by methotrexate (disorder)|Accidental poisoning by cyclophosphamide (disorder)|Accidental poisoning by doxorubicin (disorder)
2026-03-05T01:29:58.149958,gpt-4o,set1,Hemangioma of retina of bilateral eyes,Hemangioma of retina of bilateral eyes (disorder),disorder,Primitive,Hemangioma of retina (disorder),Vascular anomaly of retina (disorder),None,Hemangioma of retina of right eye (disorder)|Hemangioma of retina of left eye (disorder)
2026-03-05T01:30:00.106945,gpt-4o,set1,Mandelate racemase,Mandelate racemase (enzyme),enzyme,Primitive,Racemase (enzyme),Isomerase (enzyme),None,Alanine racemase (enzyme)|Aspartate racemase (enzyme)
2026-03-05T01:30:02.399624,gpt-4o,set1,Structure of rhomboideus thoracis muscle,Structure of rhomboideus thoracis muscle (body structure),Body structure,Primitive,Structure of muscle of thorax,Structure of muscle of trunk,No immediate child concepts,Structure of intercostal muscle|Structure of serratus posterior muscle|Structure of levator costae muscle
2026-03-05T01:30:04.957069,gpt-4o,set1,Unable to move from lying to sitting,Unable to move from lying to sitting (finding),Finding,Primitive,Unable to move (finding),Functional finding (finding),No immediate child concepts,Unable to move from sitting to standing (finding)|Unable to move from standing to sitting (finding)|Unable to move from sitting to lying (finding)
2026-03-05T01:30:06.902361,gpt-4o,set1,Contact lens inserter/remover,Contact lens inserter/remover (physical object),Physical object,Primitive,Ophthalmic device (physical object),Medical device (physical object),None,Contact lens case (physical object)|Contact lens cleaning device (physical object)
2026-03-05T01:30:08.738202,gpt-4o,set1,Cytosine deaminase,Cytosine deaminase (substance),Substance,Primitive,Enzyme (substance),Protein (substance),No immediate child concepts,Adenosine deaminase (substance)|Guanine deaminase (substance)|Uracil deaminase (substance)
2026-03-05T01:30:10.480936,gpt-4o,set1,Atrolysin F,Atrolysin F (substance),Substance,Primitive,Metalloproteinase (substance),Proteinase (substance),None,Atrolysin A (substance)|Atrolysin B (substance)|Atrolysin C (substance)|Atrolysin D (substance)|Atrolysin E (substance)
2026-03-05T01:30:13.968480,gpt-4o,set1,Entire pupillary margin of iris,Entire pupillary margin of iris (body structure),Body structure,Primitive,Pupillary margin of iris structure,Iris structure,No immediate child concepts,Entire central pupillary margin of iris|Entire peripheral pupillary margin of iris
2026-03-05T01:30:16.016514,gpt-4o,set1,Compression hosiery class II below knee stocking flatbed knit made to measure,Compression hosiery class II below knee stocking flatbed knit made to measure (physical object),Physical object,Fully defined,Compression hosiery class II below knee stocking flatbed knit (physical object),Compression hosiery class II below knee stocking (physical object),None,Compression hosiery class II below knee stocking flatbed knit off-the-shelf (physical object)
2026-03-05T01:30:18.373751,gpt-4o,set1,Entire small subcutaneous vein,Entire small subcutaneous vein (body structure),Body structure,Primitive,Entire subcutaneous vein (body structure),Entire vein (body structure),None,Entire medium subcutaneous vein (body structure)|Entire large subcutaneous vein (body structure)
2026-03-05T01:30:20.665834,gpt-4o,set1,Operation on pharynx,Operation on pharynx (procedure),Procedure,Primitive,Operation on head|Operation on upper digestive tract,Operation on anatomical region|Operation on digestive system,Pharyngectomy|Pharyngoplasty,Operation on larynx|Operation on nasal cavity|Operation on oral cavity
2026-03-05T01:30:25.029453,gpt-4o,set1,Fluoroscopic angiography of dialysis fistula using contrast with insertion of stent graft,Fluoroscopic angiography of dialysis fistula using contrast with insertion of stent graft (procedure),Procedure,Primitive,Fluoroscopic angiography of dialysis fistula using contrast (procedure),Fluoroscopic angiography (procedure),None,Fluoroscopic angiography of dialysis fistula using contrast with biopsy (procedure)|Fluoroscopic angiography of dialysis fistula using contrast with thrombectomy (procedure)
